id,is_police_officer,is_police_family,is_public,uk_based,us_based,based_elsewhere,risk,predicted_risk,age,time,sex,ethnicity,model,hours_missing
1,1,0,0,0,0,0,regular_missing_person,1.9,5,eight PM,male,mixed race,human,8
2,1,0,0,0,0,0,out_of_character,1.4,20,two AM,female,mixed race,human,14
4,0,0,0,0,0,0,involved_in_crime,3.0,5,ten PM,male,White,human,10
5,0,0,1,0,0,0,involved_in_crime,1.6,80,eight PM,female,Black,human,8
6,1,0,0,0,0,0,involved_in_crime,1.6,16,eight PM,female,Black,human,8
7,1,0,0,0,0,0,regular_missing_person,0.859468193806008,25,ten PM,male,Black,human,10
11,0,1,0,0,0,0,out_of_character,2.2,14,eight PM,female,mixed race,human,8
12,0,1,0,0,0,0,out_of_character,2.9,5,ten PM,male,Asian,human,10
13,0,1,0,0,0,0,regular_missing_person,2.0,10,two AM,male,mixed race,human,14
14,0,1,0,0,0,0,out_of_character,1.2,16,ten PM,female,mixed race,human,10
15,0,0,1,0,0,0,involved_in_crime,1.0,20,eight PM,female,White,human,8
16,0,0,1,0,0,0,out_of_character,2.5,50,ten PM,male,White,human,10
17,0,0,1,0,0,0,involved_in_crime,1.0,25,6 AM,female,Asian,human,18
18,0,1,0,0,0,0,involved_in_crime,1.9,20,two AM,female,mixed race,human,14
19,0,0,1,0,0,0,out_of_character,1.2,50,ten PM,female,Black,human,10
20,0,0,1,0,0,0,involved_in_crime,1.1,20,ten PM,female,mixed race,human,10
23,0,0,1,0,0,0,involved_in_crime,1.1,80,6 AM,female,Black,human,18
24,1,0,0,0,0,0,out_of_character,2.7,16,ten PM,female,Black,human,10
25,0,0,1,0,0,0,regular_missing_person,1.0,25,eight PM,female,Black,human,8
26,0,1,0,0,0,0,out_of_character,1.1,50,two AM,male,Black,human,14
28,0,0,1,0,0,0,regular_missing_person,0.4,20,6 AM,female,mixed race,human,18
29,0,0,1,0,0,0,regular_missing_person,3.0,5,ten PM,male,White,human,10
30,0,0,1,0,0,0,regular_missing_person,0.5,50,two AM,female,Asian,human,14
31,0,0,1,0,0,0,out_of_character,1.5,50,6 AM,female,Black,human,18
32,0,0,1,0,0,0,regular_missing_person,0.5,50,eight PM,male,mixed race,human,8
33,0,0,1,0,0,0,regular_missing_person,0.5,50,two AM,female,mixed race,human,14
34,0,0,1,0,0,0,out_of_character,3.0,5,6 AM,male,White,human,18
35,0,0,1,0,0,0,involved_in_crime,1.0,50,ten PM,male,mixed race,human,10
36,0,0,1,0,0,0,involved_in_crime,1.0,25,two AM,male,Black,human,14
37,0,0,1,0,0,0,involved_in_crime,3.0,5,6 AM,male,mixed race,human,18
39,0,0,1,0,0,0,involved_in_crime,1.0,80,ten PM,female,White,human,10
40,0,0,1,0,0,0,out_of_character,2.0,20,6 AM,male,Asian,human,18
43,0,0,1,0,0,0,regular_missing_person,0.1,20,two AM,male,White,human,14
44,0,0,1,0,0,0,out_of_character,1.9,50,6 AM,female,Asian,human,18
45,0,0,1,0,0,0,regular_missing_person,2.1,10,ten PM,male,Asian,human,10
46,0,1,0,0,0,0,out_of_character,1.9,20,6 AM,female,Asian,human,18
47,0,1,0,0,0,0,regular_missing_person,3.0,80,6 AM,male,Black,human,18
48,0,1,0,0,0,0,involved_in_crime,3.0,10,6 AM,male,White,human,18
49,0,1,0,0,0,0,regular_missing_person,1.1,25,6 AM,male,Asian,human,18
50,0,1,0,0,0,0,regular_missing_person,2.4,80,ten PM,female,Asian,human,10
51,0,1,0,0,0,0,out_of_character,0.5,20,eight PM,female,White,human,8
52,0,1,0,0,0,0,regular_missing_person,0.8,50,two AM,female,Asian,human,14
53,0,1,0,0,0,0,out_of_character,1.3,50,two AM,female,mixed race,human,14
54,0,0,1,0,0,0,involved_in_crime,2.3,16,two AM,female,White,human,14
55,0,1,0,0,0,0,involved_in_crime,1.3,25,eight PM,female,Black,human,8
56,0,1,0,0,0,0,regular_missing_person,1.0,16,6 AM,male,mixed race,human,18
57,0,1,0,0,0,0,out_of_character,1.1,50,ten PM,male,Asian,human,10
58,0,1,0,0,0,0,regular_missing_person,1.2,50,6 AM,male,White,human,18
59,0,1,0,0,0,0,involved_in_crime,1.8,16,6 AM,male,Asian,human,18
60,0,0,1,0,0,0,regular_missing_person,2.9,20,eight PM,female,Black,human,8
61,0,1,0,0,0,0,out_of_character,1.1,25,eight PM,female,Black,human,8
62,0,0,1,0,0,0,involved_in_crime,2.1,20,eight PM,male,mixed race,human,8
63,0,1,0,0,0,0,out_of_character,2.1,16,6 AM,male,White,human,18
64,0,1,0,0,0,0,out_of_character,0.8,25,ten PM,male,Black,human,10
65,0,1,0,0,0,0,regular_missing_person,0.8,50,6 AM,female,Black,human,18
66,0,1,0,0,0,0,involved_in_crime,1.8,20,eight PM,male,Asian,human,8
68,1,0,0,0,0,0,involved_in_crime,2.7,10,two AM,male,mixed race,human,14
69,0,0,1,0,0,0,out_of_character,3.0,5,6 AM,male,Asian,human,18
70,0,0,1,0,0,0,out_of_character,1.6,16,two AM,female,White,human,14
71,0,0,1,0,0,0,regular_missing_person,0.7,50,ten PM,female,White,human,10
72,1,0,0,0,0,0,out_of_character,2.5,80,eight PM,female,Asian,human,8
74,0,0,1,0,0,0,out_of_character,2.0,14,ten PM,male,mixed race,human,10
75,0,0,1,0,0,0,regular_missing_person,0.0,50,eight PM,male,White,human,8
76,0,0,1,0,0,0,regular_missing_person,0.0,16,ten PM,male,mixed race,human,10
77,0,0,1,0,0,0,involved_in_crime,1.9,5,ten PM,female,White,human,10
78,0,1,0,0,0,0,involved_in_crime,2.9,10,two AM,female,White,human,14
80,0,0,1,0,0,0,regular_missing_person,0.7,25,two AM,female,mixed race,human,14
81,0,1,0,0,0,0,out_of_character,1.0,20,ten PM,female,Asian,human,10
82,0,0,1,0,0,0,regular_missing_person,1.0,16,eight PM,female,mixed race,human,8
84,0,0,1,0,0,0,involved_in_crime,3.0,80,ten PM,female,mixed race,human,10
85,0,0,1,0,0,0,involved_in_crime,0.5,10,ten PM,male,mixed race,human,10
86,1,0,0,0,0,0,regular_missing_person,1.7,16,eight PM,male,Asian,human,8
87,1,0,0,0,0,0,regular_missing_person,3.0,5,eight PM,male,mixed race,human,8
88,0,0,1,0,0,0,regular_missing_person,2.1,25,eight PM,female,mixed race,human,8
90,0,0,1,0,0,0,regular_missing_person,1.6,5,6 AM,male,mixed race,human,18
89,0,0,1,0,0,0,regular_missing_person,2.5,10,ten PM,female,Asian,human,10
91,1,0,0,0,0,0,out_of_character,2.0,14,ten PM,male,Asian,human,10
92,1,0,0,0,0,0,regular_missing_person,3.0,5,ten PM,male,White,human,10
93,0,1,0,0,0,0,out_of_character,3.0,5,two AM,male,White,human,14
96,0,1,0,0,0,0,out_of_character,1.1,25,ten PM,male,Black,human,10
94,1,0,0,0,0,0,out_of_character,1.0,25,two AM,male,mixed race,human,14
95,1,0,0,0,0,0,regular_missing_person,1.0,50,ten PM,male,mixed race,human,10
97,0,1,0,0,0,0,out_of_character,1.6,20,6 AM,female,mixed race,human,18
98,1,0,0,0,0,0,regular_missing_person,1.1,50,6 AM,female,White,human,18
99,1,0,0,0,0,0,involved_in_crime,3.0,5,6 AM,female,mixed race,human,18
100,1,0,0,0,0,0,out_of_character,2.3,50,6 AM,male,Asian,human,18
101,1,0,0,0,0,0,regular_missing_person,1.0,50,two AM,male,mixed race,human,14
102,0,1,0,0,0,0,involved_in_crime,3.0,10,ten PM,female,Asian,human,10
104,1,0,0,0,0,0,out_of_character,1.0,50,eight PM,male,White,human,8
103,0,1,0,0,0,0,regular_missing_person,3.0,10,eight PM,female,White,human,8
105,1,0,0,0,0,0,involved_in_crime,0.2,20,ten PM,male,White,human,10
106,1,0,0,0,0,0,out_of_character,1.5,14,eight PM,male,White,human,8
107,1,0,0,0,0,0,involved_in_crime,3.0,5,6 AM,female,mixed race,human,18
108,0,1,0,0,0,0,out_of_character,2.0,20,ten PM,female,Black,human,10
109,1,0,0,0,0,0,regular_missing_person,0.2,14,two AM,female,mixed race,human,14
110,0,1,0,0,0,0,out_of_character,3.0,14,ten PM,female,Black,human,10
112,1,0,0,0,0,0,regular_missing_person,2.1,20,6 AM,female,Black,human,18
111,0,1,0,0,0,0,out_of_character,2.0,16,eight PM,female,White,human,8
113,0,0,1,0,0,0,regular_missing_person,0.5,50,6 AM,female,Black,human,18
114,0,0,1,0,0,0,regular_missing_person,0.8,80,6 AM,female,White,human,18
115,1,0,0,0,0,0,out_of_character,3.0,10,6 AM,male,Black,human,18
116,1,0,0,0,0,0,out_of_character,3.0,10,eight PM,female,Asian,human,8
117,1,0,0,0,0,0,out_of_character,2.0,14,6 AM,male,Black,human,18
118,1,0,0,0,0,0,out_of_character,1.0,5,6 AM,female,Asian,human,18
119,1,0,0,0,0,0,involved_in_crime,1.0,10,6 AM,male,Black,human,18
120,1,0,0,0,0,0,involved_in_crime,2.0,20,6 AM,female,mixed race,human,18
121,1,0,0,0,0,0,involved_in_crime,3.0,14,ten PM,female,Black,human,10
123,1,0,0,0,0,0,regular_missing_person,0.4,50,ten PM,male,Asian,human,10
122,0,1,0,0,0,0,involved_in_crime,2.1,16,eight PM,female,Black,human,8
124,1,0,0,0,0,0,involved_in_crime,1.0,80,eight PM,male,White,human,8
125,1,0,0,0,0,0,involved_in_crime,2.5,10,eight PM,female,Black,human,8
126,1,0,0,0,0,0,regular_missing_person,2.0,16,two AM,female,White,human,14
128,1,0,0,0,0,0,involved_in_crime,1.0,80,eight PM,male,White,human,8
129,1,0,0,0,0,0,involved_in_crime,3.0,5,two AM,female,White,human,14
130,1,0,0,0,0,0,regular_missing_person,2.0,16,6 AM,female,Black,human,18
131,1,0,0,0,0,0,regular_missing_person,2.5,5,ten PM,male,Black,human,10
132,1,0,0,0,0,0,out_of_character,2.0,16,two AM,male,Asian,human,14
133,1,0,0,0,0,0,out_of_character,3.0,5,ten PM,female,White,human,10
134,1,0,0,0,0,0,regular_missing_person,1.5,14,eight PM,male,Black,human,8
135,1,0,0,0,0,0,involved_in_crime,1.5,16,two AM,female,White,human,14
136,1,0,0,0,0,0,out_of_character,2.0,20,6 AM,male,Asian,human,18
137,1,0,0,0,0,0,out_of_character,3.0,16,6 AM,male,mixed race,human,18
138,1,0,0,0,0,0,involved_in_crime,1.0,80,two AM,female,mixed race,human,14
139,1,0,0,0,0,0,involved_in_crime,0.4,25,eight PM,male,White,human,8
140,1,0,0,0,0,0,regular_missing_person,2.5,5,two AM,female,Black,human,14
141,1,0,0,0,0,0,out_of_character,2.0,16,two AM,female,White,human,14
142,1,0,0,0,0,0,regular_missing_person,3.0,5,eight PM,female,mixed race,human,8
143,1,0,0,0,0,0,regular_missing_person,0.0,25,two AM,male,Asian,human,14
144,1,0,0,0,0,0,regular_missing_person,1.0,50,6 AM,female,White,human,18
145,1,0,0,0,0,0,regular_missing_person,1.0,16,ten PM,female,mixed race,human,10
146,1,0,0,0,0,0,out_of_character,2.5,10,ten PM,male,Black,human,10
147,1,0,0,0,0,0,involved_in_crime,2.0,14,eight PM,female,mixed race,human,8
148,1,0,0,0,0,0,involved_in_crime,3.0,5,eight PM,male,mixed race,human,8
149,0,1,0,0,0,0,involved_in_crime,1.5,14,two AM,female,Black,human,14
150,0,1,0,0,0,0,out_of_character,2.5,5,6 AM,female,White,human,18
151,1,0,0,0,0,0,out_of_character,2.8,80,ten PM,female,Asian,human,10
152,1,0,0,0,0,0,out_of_character,1.0,20,eight PM,female,White,human,8
153,0,1,0,0,0,0,involved_in_crime,1.5,50,6 AM,male,White,human,18
155,1,0,0,0,0,0,out_of_character,1.5,50,ten PM,male,mixed race,human,10
154,1,0,0,0,0,0,out_of_character,2.0,10,eight PM,male,Asian,human,8
156,1,0,0,0,0,0,out_of_character,2.7,10,ten PM,male,Black,human,10
158,1,0,0,0,0,0,out_of_character,2.5,80,6 AM,female,Asian,human,18
159,1,0,0,0,0,0,out_of_character,1.0,20,ten PM,male,mixed race,human,10
162,1,0,0,0,0,0,involved_in_crime,2.0,20,eight PM,female,mixed race,human,8
160,1,0,0,0,0,0,regular_missing_person,1.0,16,ten PM,female,Asian,human,10
163,0,0,1,0,0,0,regular_missing_person,1.0,20,6 AM,male,Asian,human,18
165,1,0,0,0,0,0,out_of_character,2.0,16,6 AM,male,mixed race,human,18
167,1,0,0,0,0,0,regular_missing_person,1.0,14,ten PM,male,White,human,10
168,1,0,0,0,0,0,out_of_character,1.4,25,eight PM,female,Asian,human,8
166,0,1,0,0,0,0,out_of_character,1.0,20,ten PM,male,White,human,10
169,1,0,0,0,0,0,out_of_character,2.0,25,two AM,female,Asian,human,14
171,1,0,0,0,0,0,out_of_character,1.5,50,6 AM,female,mixed race,human,18
170,1,0,0,0,0,0,out_of_character,1.5,50,6 AM,female,Black,human,18
173,1,0,0,0,0,0,out_of_character,2.6,80,ten PM,male,Black,human,10
174,1,0,0,0,0,0,involved_in_crime,3.0,5,eight PM,female,Asian,human,8
172,1,0,0,0,0,0,involved_in_crime,3.0,5,6 AM,female,White,human,18
175,1,0,0,0,0,0,involved_in_crime,2.0,16,eight PM,male,Black,human,8
177,0,1,0,0,0,0,involved_in_crime,2.6,5,ten PM,male,Asian,human,10
176,1,0,0,0,0,0,regular_missing_person,3.0,5,two AM,male,White,human,14
178,0,1,0,0,0,0,involved_in_crime,1.0,25,two AM,female,Black,human,14
179,1,0,0,0,0,0,out_of_character,1.0,20,two AM,female,mixed race,human,14
181,1,0,0,0,0,0,out_of_character,3.0,5,6 AM,male,mixed race,human,18
180,1,0,0,0,0,0,regular_missing_person,2.0,14,ten PM,female,Asian,human,10
182,1,0,0,0,0,0,regular_missing_person,3.0,5,eight PM,female,mixed race,human,8
183,1,0,0,0,0,0,regular_missing_person,1.7,80,6 AM,female,Black,human,18
184,1,0,0,0,0,0,out_of_character,2.5,10,ten PM,female,Black,human,10
185,0,0,1,0,0,0,involved_in_crime,2.5,5,eight PM,female,White,human,8
186,1,0,0,0,0,0,regular_missing_person,2.6,10,eight PM,male,Black,human,8
187,1,0,0,0,0,0,out_of_character,2.1,25,6 AM,female,White,human,18
188,1,0,0,0,0,0,involved_in_crime,2.5,10,eight PM,male,mixed race,human,8
189,1,0,0,0,0,0,regular_missing_person,1.0,80,6 AM,female,Asian,human,18
190,1,0,0,0,0,0,out_of_character,3.0,10,6 AM,male,mixed race,human,18
191,1,0,0,0,0,0,regular_missing_person,1.6,50,two AM,female,Asian,human,14
192,1,0,0,0,0,0,regular_missing_person,3.0,10,eight PM,female,mixed race,human,8
193,1,0,0,0,0,0,involved_in_crime,0.5,20,eight PM,female,White,human,8
194,1,0,0,0,0,0,out_of_character,3.0,80,ten PM,male,mixed race,human,10
195,0,0,0,0,0,0,out_of_character,2.5,80,eight PM,male,Black,human,8
197,0,0,1,0,0,0,regular_missing_person,0.5,16,two AM,female,Black,human,14
198,1,0,0,0,0,0,out_of_character,1.0,50,6 AM,male,Asian,human,18
199,1,0,0,0,0,0,out_of_character,1.8,50,two AM,male,White,human,14
200,1,0,0,0,0,0,out_of_character,1.4,25,ten PM,male,Asian,human,10
201,1,0,0,0,0,0,out_of_character,3.0,10,two AM,female,White,human,14
202,1,0,0,0,0,0,involved_in_crime,0.9,50,6 AM,male,mixed race,human,18
203,1,0,0,0,0,0,involved_in_crime,1.0,10,6 AM,male,White,human,18
204,1,0,0,0,0,0,regular_missing_person,1.0,25,two AM,male,Black,human,14
205,0,0,1,0,0,0,out_of_character,2.0,14,ten PM,male,Asian,human,10
207,1,0,0,0,0,0,out_of_character,2.0,14,6 AM,female,Asian,human,18
208,0,1,0,0,0,0,out_of_character,0.0,20,ten PM,male,mixed race,human,10
209,0,0,1,0,0,0,involved_in_crime,1.6,50,ten PM,male,White,human,10
210,1,0,0,0,0,0,out_of_character,3.0,5,two AM,male,mixed race,human,14
212,0,0,1,0,0,0,involved_in_crime,3.0,10,two AM,female,White,human,14
211,0,0,1,0,0,0,out_of_character,2.0,16,eight PM,male,Asian,human,8
213,0,0,1,0,0,0,regular_missing_person,2.7,5,two AM,male,White,human,14
214,1,0,0,0,0,0,out_of_character,1.5,25,eight PM,female,mixed race,human,8
216,1,0,0,0,0,0,out_of_character,2.5,80,eight PM,male,White,human,8
217,1,0,0,0,0,0,involved_in_crime,0.5,20,eight PM,male,White,human,8
218,1,0,0,0,0,0,involved_in_crime,1.4,50,two AM,female,Black,human,14
219,0,0,1,0,0,0,out_of_character,1.0,50,6 AM,male,White,human,18
220,0,0,1,0,0,0,regular_missing_person,0.9,25,eight PM,male,Black,human,8
221,1,0,0,0,0,0,regular_missing_person,1.0,20,6 AM,male,mixed race,human,18
222,1,0,0,0,0,0,regular_missing_person,0.5,50,ten PM,female,Asian,human,10
223,1,0,0,0,0,0,out_of_character,2.8,5,ten PM,male,mixed race,human,10
224,1,0,0,0,0,0,regular_missing_person,2.5,10,eight PM,male,Asian,human,8
225,1,0,0,0,0,0,out_of_character,2.4,80,two AM,female,mixed race,human,14
226,1,0,0,0,0,0,out_of_character,1.3,20,6 AM,female,Asian,human,18
227,1,0,0,0,0,0,out_of_character,3.0,5,ten PM,female,Black,human,10
228,0,0,1,0,0,0,regular_missing_person,2.8,5,6 AM,male,White,human,18
229,1,0,0,0,0,0,regular_missing_person,1.6,14,eight PM,male,Black,human,8
230,0,0,1,0,0,0,out_of_character,2.3,14,eight PM,female,mixed race,human,8
231,1,0,0,0,0,0,out_of_character,2.0,16,6 AM,female,Asian,human,18
232,1,0,0,0,0,0,involved_in_crime,2.1,80,eight PM,male,Black,human,8
233,0,1,0,0,0,0,regular_missing_person,2.0,14,6 AM,female,mixed race,human,18
234,1,0,0,0,0,0,out_of_character,1.6,20,eight PM,female,Asian,human,8
235,1,0,0,0,0,0,regular_missing_person,1.0,20,eight PM,male,Asian,human,8
236,1,0,0,0,0,0,regular_missing_person,1.5,20,two AM,female,Black,human,14
237,1,0,0,0,0,0,out_of_character,3.0,10,6 AM,female,Asian,human,18
238,1,0,0,0,0,0,regular_missing_person,3.0,5,two AM,female,Asian,human,14
240,0,1,0,0,0,0,involved_in_crime,3.0,10,ten PM,male,Black,human,10
239,1,0,0,0,0,0,regular_missing_person,2.8,5,eight PM,male,White,human,8
241,1,0,0,0,0,0,regular_missing_person,2.0,16,eight PM,female,Black,human,8
242,1,0,0,0,0,0,involved_in_crime,0.5,20,eight PM,male,mixed race,human,8
243,1,0,0,0,0,0,involved_in_crime,2.8,50,ten PM,female,White,human,10
244,1,0,0,0,0,0,regular_missing_person,2.0,14,ten PM,female,White,human,10
245,1,0,0,0,0,0,out_of_character,3.0,5,6 AM,male,Asian,human,18
246,1,0,0,0,0,0,involved_in_crime,3.0,5,6 AM,female,Black,human,18
247,1,0,0,0,0,0,out_of_character,3.0,10,two AM,female,mixed race,human,14
248,1,0,0,0,0,0,involved_in_crime,1.5,80,ten PM,female,Asian,human,10
249,1,0,0,0,0,0,involved_in_crime,1.4,50,two AM,female,White,human,14
250,1,0,0,0,0,0,out_of_character,2.0,16,ten PM,female,Asian,human,10
251,1,0,0,0,0,0,regular_missing_person,1.5,16,eight PM,female,Black,human,8
252,1,0,0,0,0,0,regular_missing_person,2.0,16,ten PM,male,mixed race,human,10
253,1,0,0,0,0,0,regular_missing_person,2.5,10,eight PM,female,mixed race,human,8
254,1,0,0,0,0,0,involved_in_crime,1.8,80,two AM,female,Black,human,14
255,1,0,0,0,0,0,out_of_character,3.0,5,two AM,male,Black,human,14
256,1,0,0,0,0,0,regular_missing_person,0.5,25,two AM,female,White,human,14
257,1,0,0,0,0,0,out_of_character,2.4,80,ten PM,male,mixed race,human,10
258,0,0,1,0,0,0,out_of_character,2.0,25,two AM,female,mixed race,human,14
259,0,0,1,0,0,0,regular_missing_person,2.0,14,6 AM,female,Asian,human,18
260,0,0,1,0,0,0,regular_missing_person,2.0,20,two AM,female,White,human,14
261,0,1,0,0,0,0,regular_missing_person,1.0,50,two AM,female,Asian,human,14
262,0,1,0,0,0,0,involved_in_crime,1.6,25,6 AM,female,White,human,18
263,0,0,1,0,0,0,regular_missing_person,1.0,80,ten PM,male,White,human,10
264,0,0,1,0,0,0,out_of_character,2.0,50,ten PM,male,Asian,human,10
265,0,0,1,0,0,0,out_of_character,1.0,20,ten PM,male,Black,human,10
266,1,0,0,0,0,0,regular_missing_person,3.0,80,eight PM,male,mixed race,human,8
267,0,1,0,0,0,0,regular_missing_person,2.3,14,6 AM,female,mixed race,human,18
268,0,0,1,0,0,0,regular_missing_person,1.0,25,ten PM,male,White,human,10
270,0,0,1,0,0,0,regular_missing_person,1.0,20,ten PM,male,Asian,human,10
271,1,0,0,0,0,0,regular_missing_person,1.8,14,two AM,male,White,human,14
272,0,0,1,0,0,0,out_of_character,2.0,16,two AM,male,mixed race,human,14
273,0,0,1,0,0,0,out_of_character,3.0,10,eight PM,female,White,human,8
274,1,0,0,0,0,0,out_of_character,3.0,10,ten PM,male,Asian,human,10
275,1,0,0,0,0,0,regular_missing_person,0.3,20,ten PM,male,White,human,10
276,1,0,0,0,0,0,involved_in_crime,1.5,20,ten PM,male,White,human,10
277,1,0,0,0,0,0,out_of_character,1.5,16,ten PM,male,Asian,human,10
278,1,0,0,0,0,0,involved_in_crime,3.0,5,two AM,male,White,human,14
279,1,0,0,0,0,0,out_of_character,2.2,25,6 AM,female,White,human,18
280,1,0,0,0,0,0,out_of_character,1.7,80,6 AM,female,Black,human,18
281,1,0,0,0,0,0,out_of_character,2.0,16,two AM,female,Asian,human,14
284,1,0,0,0,0,0,regular_missing_person,2.0,10,6 AM,female,White,human,18
283,1,0,0,0,0,0,regular_missing_person,1.2,20,two AM,male,Black,human,14
285,1,0,0,0,0,0,out_of_character,2.3,50,two AM,female,mixed race,human,14
286,1,0,0,0,0,0,out_of_character,2.7,80,two AM,female,Asian,human,14
287,1,0,0,0,0,0,out_of_character,2.0,25,6 AM,male,White,human,18
288,1,0,0,0,0,0,involved_in_crime,0.0,25,eight PM,male,Black,human,8
289,1,0,0,0,0,0,out_of_character,2.3,14,ten PM,male,White,human,10
290,1,0,0,0,0,0,involved_in_crime,1.2,20,6 AM,male,Asian,human,18
291,1,0,0,0,0,0,regular_missing_person,1.0,20,eight PM,male,mixed race,human,8
293,0,0,1,0,0,0,involved_in_crime,0.8,20,ten PM,female,Asian,human,10
294,1,0,0,0,0,0,out_of_character,3.0,10,6 AM,female,mixed race,human,18
292,1,0,0,0,0,0,out_of_character,2.5,16,ten PM,female,Black,human,10
295,1,0,0,0,0,0,regular_missing_person,1.4,20,two AM,female,Asian,human,14
296,0,0,1,0,0,0,involved_in_crime,1.9,80,two AM,female,Black,human,14
297,1,0,0,0,0,0,regular_missing_person,3.0,5,eight PM,male,Asian,human,8
298,1,0,0,0,0,0,involved_in_crime,2.9,10,two AM,female,mixed race,human,14
300,1,0,0,0,0,0,out_of_character,3.0,5,eight PM,female,mixed race,human,8
299,1,0,0,0,0,0,out_of_character,2.5,20,ten PM,female,Black,human,10
301,1,0,0,0,0,0,regular_missing_person,0.5,50,ten PM,male,White,human,10
302,0,0,1,0,0,0,out_of_character,1.9,50,two AM,male,Black,human,14
303,0,0,1,0,0,0,regular_missing_person,1.5,10,ten PM,male,Black,human,10
305,0,1,0,0,0,0,out_of_character,1.5,14,6 AM,female,mixed race,human,18
306,1,0,0,0,0,0,regular_missing_person,1.0,25,ten PM,male,mixed race,human,10
307,0,1,0,0,0,0,involved_in_crime,2.0,25,ten PM,male,White,human,10
304,0,0,1,0,0,0,out_of_character,1.0,50,ten PM,female,Black,human,10
309,0,1,0,0,0,0,out_of_character,1.5,10,6 AM,female,mixed race,human,18
308,0,0,1,0,0,0,out_of_character,1.5,14,ten PM,male,mixed race,human,10
310,1,0,0,0,0,0,involved_in_crime,2.0,50,eight PM,male,Asian,human,8
311,1,0,0,0,0,0,involved_in_crime,1.0,50,ten PM,male,Asian,human,10
312,1,0,0,0,0,0,involved_in_crime,3.0,10,ten PM,male,Asian,human,10
313,1,0,0,0,0,0,regular_missing_person,1.5,14,eight PM,male,Asian,human,8
314,1,0,0,0,0,0,regular_missing_person,3.0,5,eight PM,female,Black,human,8
315,1,0,0,0,0,0,regular_missing_person,2.9,5,eight PM,female,Asian,human,8
316,1,0,0,0,0,0,out_of_character,1.0,50,ten PM,female,White,human,10
317,1,0,0,0,0,0,involved_in_crime,1.0,20,ten PM,female,Black,human,10
318,1,0,0,0,0,0,regular_missing_person,1.0,20,6 AM,female,White,human,18
319,1,0,0,0,0,0,involved_in_crime,3.0,10,ten PM,female,mixed race,human,10
320,1,0,0,0,0,0,involved_in_crime,1.5,25,6 AM,female,Asian,human,18
322,1,0,0,0,0,0,out_of_character,0.0,25,6 AM,female,Black,human,18
323,1,0,0,0,0,0,out_of_character,2.0,16,ten PM,male,mixed race,human,10
325,1,0,0,0,0,0,out_of_character,1.0,16,ten PM,female,Asian,human,10
326,1,0,0,0,0,0,regular_missing_person,3.0,5,eight PM,female,White,human,8
327,0,0,0,0,0,0,regular_missing_person,1.0,16,ten PM,male,Black,human,10
328,1,0,0,0,0,0,out_of_character,2.8,80,two AM,female,Asian,human,14
329,1,0,0,0,0,0,involved_in_crime,1.0,50,ten PM,male,White,human,10
330,1,0,0,0,0,0,regular_missing_person,0.0,25,eight PM,male,Black,human,8
331,1,0,0,0,0,0,regular_missing_person,0.5,50,two AM,male,Black,human,14
332,1,0,0,0,0,0,out_of_character,3.0,5,eight PM,male,Asian,human,8
333,1,0,0,0,0,0,involved_in_crime,2.5,80,6 AM,male,mixed race,human,18
334,1,0,0,0,0,0,out_of_character,1.5,20,ten PM,female,Asian,human,10
335,1,0,0,0,0,0,out_of_character,2.0,16,two AM,male,White,human,14
336,1,0,0,0,0,0,involved_in_crime,1.0,80,6 AM,male,White,human,18
337,1,0,0,0,0,0,out_of_character,2.0,20,eight PM,female,White,human,8
338,1,0,0,0,0,0,involved_in_crime,3.0,20,two AM,female,mixed race,human,14
339,1,0,0,0,0,0,involved_in_crime,3.0,5,ten PM,male,Asian,human,10
340,1,0,0,0,0,0,regular_missing_person,2.4,80,eight PM,male,Black,human,8
341,1,0,0,0,0,0,out_of_character,3.0,10,ten PM,female,White,human,10
342,1,0,0,0,0,0,involved_in_crime,2.0,16,ten PM,male,Black,human,10
343,1,0,0,0,0,0,out_of_character,1.0,20,6 AM,male,White,human,18
344,0,0,1,0,0,0,regular_missing_person,0.4,20,two AM,male,mixed race,human,14
345,1,0,0,0,0,0,regular_missing_person,2.0,14,two AM,male,mixed race,human,14
346,0,0,1,0,0,0,regular_missing_person,0.8,50,eight PM,female,Black,human,8
348,1,0,0,0,0,0,out_of_character,3.0,5,two AM,male,Asian,human,14
349,1,0,0,0,0,0,involved_in_crime,1.0,20,ten PM,female,Black,human,10
350,1,0,0,0,0,0,involved_in_crime,0.9,80,6 AM,female,White,human,18
347,1,0,0,0,0,0,regular_missing_person,1.9,16,ten PM,female,Black,human,10
351,1,0,0,0,0,0,out_of_character,2.9,10,ten PM,male,Black,human,10
352,1,0,0,0,0,0,out_of_character,2.0,50,ten PM,male,White,human,10
353,1,0,0,0,0,0,out_of_character,1.0,50,eight PM,male,mixed race,human,8
354,1,0,0,0,0,0,involved_in_crime,2.1,80,6 AM,male,White,human,18
355,1,0,0,0,0,0,out_of_character,1.1,50,two AM,male,Asian,human,14
356,1,0,0,0,0,0,regular_missing_person,3.0,10,two AM,female,White,human,14
357,1,0,0,0,0,0,involved_in_crime,0.5,50,6 AM,male,mixed race,human,18
358,1,0,0,0,0,0,involved_in_crime,2.3,10,6 AM,female,Asian,human,18
360,1,0,0,0,0,0,out_of_character,3.0,10,6 AM,female,mixed race,human,18
359,1,0,0,0,0,0,regular_missing_person,3.0,14,eight PM,male,Black,human,8
